adm3_pcode,Region,Zone,Woreda,NGO,activity_code,activity_raw,funding_status
ET041010,Oromia,East Hararge,Goro Gutu,World vision international,CAPACITY,Capacity Building,Fully funded
ET041010,Oromia,East Hararge,Goro Gutu,World vision international,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET030422,Amhara,South Wello,Worebabu,World vision international,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030422,Amhara,South Wello,Worebabu,World vision international,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030422,Amhara,South Wello,Worebabu,World vision international,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010405,Tigray,Southern,Endamehoni,World vision international,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010405,Tigray,Southern,Endamehoni,World vision international,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010405,Tigray,Southern,Endamehoni,World vision international,SC,SAM (SC) Stabilization Centre,Fully funded
ET010405,Tigray,Southern,Endamehoni,World vision international,CAPACITY,Capacity Building,Fully funded
ET010221,Tigray,Central,Keyhe tekli,World vision international,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010221,Tigray,Central,Keyhe tekli,World vision international,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010221,Tigray,Central,Keyhe tekli,World vision international,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010221,Tigray,Central,Keyhe tekli,World vision international,SC,SAM (SC) Stabilization Centre,Fully funded
ET010221,Tigray,Central,Keyhe tekli,World vision international,CAPACITY,Capacity Building,Fully funded
ET041223,Oromia,Borena,Gomole,Plan International,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041515,Oromia,West Guji,Dugda Dawa,Plan International,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET040210,Oromia,East Wellega,Diga,Fayyaa Integrated Development Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET040210,Oromia,East Wellega,Diga,Fayyaa Integrated Development Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET040210,Oromia,East Wellega,Diga,Fayyaa Integrated Development Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET010318,Tigray,Eastern,Zala Anbesa town,Action for Social Development and Environmental Protection Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET010318,Tigray,Eastern,Zala Anbesa town,Action for Social Development and Environmental Protection Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010318,Tigray,Eastern,Zala Anbesa town,Action for Social Development and Environmental Protection Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Positive Action for Development,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010209,Tigray,Central,Naeder,Save the Children,SC,SAM (SC) Stabilization Centre,Fully funded
ET040213,Oromia,East Wellega,Guto Gida,Action for the Needy in Ethiopia,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET040213,Oromia,East Wellega,Guto Gida,Action for the Needy in Ethiopia,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET050702,Somali,Doolo,Bokh,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050703,Somali,Doolo,Galadi,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050798,Somali,Doolo,Lehel-Yucub,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050701,Somali,Doolo,Danod,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050788,Somali,Doolo,Daratole,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050902,Somali,Liban,Dolo Ado,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050999,Somali,Liban,Bokolmayo,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050903,Somali,Liban,Goro Baqaqsa,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050904,Somali,Liban,Guradamole,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050991,Somali,Liban,Deka Suftu,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET010222,Tigray,Central,Tanqua Melashe,Action Against Hunger,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET050807,Somali,Afder,Barey,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050898,Somali,Afder,Kohle /Qoxle,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050806,Somali,Afder,Hargele,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050802,Somali,Afder,Charati,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050804,Somali,Afder,Elkare /Serer,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050809,Somali,Afder,Raso,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050805,Somali,Afder,West Imi,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050808,Somali,Afder,Dolobay,Partnership for Pastoralist Development Association,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Every where,SC,SAM (SC) Stabilization Centre,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Every where,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Every where,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Every where,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Every where,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Every where,CAPACITY,Capacity Building,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Every where,COMMUNITY,Community led originated nutrition response,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Every where,ISC,ISC package of key interventions,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Every where,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Every where,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Every where,SC,SAM (SC) Stabilization Centre,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Every where,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Every where,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Every where,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Every where,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Every where,CAPACITY,Capacity Building,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Every where,COMMUNITY,Community led originated nutrition response,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Every where,ISC,ISC package of key interventions,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Every where,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Every where,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Every where,SC,SAM (SC) Stabilization Centre,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Every where,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Every where,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Every where,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Every where,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Every where,CAPACITY,Capacity Building,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Every where,COMMUNITY,Community led originated nutrition response,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Every where,ISC,ISC package of key interventions,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Every where,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Every where,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Every where,SC,SAM (SC) Stabilization Centre,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Every where,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Every where,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Every where,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Every where,CAPACITY,Capacity Building,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Every where,COMMUNITY,Community led originated nutrition response,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Every where,ISC,ISC package of key interventions,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Every where,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Every where,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET010213,Tigray,Central,Axum town,SOS Children’s Village,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010213,Tigray,Central,Axum town,SOS Children’s Village,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010213,Tigray,Central,Axum town,SOS Children’s Village,CAPACITY,Capacity Building,Fully funded
ET010105,Tigray,North Western,Asgede,Mothers and Children Multisectoral Development Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010105,Tigray,North Western,Asgede,Mothers and Children Multisectoral Development Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010105,Tigray,North Western,Asgede,Mothers and Children Multisectoral Development Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,Mothers and Children Multisectoral Development Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010207,Tigray,Central,Adet,Mothers and Children Multisectoral Development Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010207,Tigray,Central,Adet,Mothers and Children Multisectoral Development Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010207,Tigray,Central,Adet,Mothers and Children Multisectoral Development Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET010103,Tigray,North Western,Zana,Mothers and Children Multisectoral Development Organization,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010103,Tigray,North Western,Zana,Mothers and Children Multisectoral Development Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010103,Tigray,North Western,Zana,Mothers and Children Multisectoral Development Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET050806,Somali,Afder,Hargele,International Rescue Committee,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET050802,Somali,Afder,Charati,International Rescue Committee,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET050804,Somali,Afder,Elkare /Serer,Alliance for Medical Action,SC,SAM (SC) Stabilization Centre,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Every where,SC,SAM (SC) Stabilization Centre,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Every where,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Every where,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Every where,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Every where,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Every where,CAPACITY,Capacity Building,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Every where,COMMUNITY,Community led originated nutrition response,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Every where,ISC,ISC package of key interventions,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Every where,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Every where,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET020201,Afar,Kilbati /Zone2,Erebti,Mercy Corps,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041212,Oromia,Borena,Teltale,Cooperative for Assistance and Relief Every where,SC,SAM (SC) Stabilization Centre,Fully funded
ET041212,Oromia,Borena,Teltale,Cooperative for Assistance and Relief Every where,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041212,Oromia,Borena,Teltale,Cooperative for Assistance and Relief Every where,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041212,Oromia,Borena,Teltale,Cooperative for Assistance and Relief Every where,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041212,Oromia,Borena,Teltale,Cooperative for Assistance and Relief Every where,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041212,Oromia,Borena,Teltale,Cooperative for Assistance and Relief Every where,CAPACITY,Capacity Building,Fully funded
ET041212,Oromia,Borena,Teltale,Cooperative for Assistance and Relief Every where,COMMUNITY,Community led originated nutrition response,Fully funded
ET041212,Oromia,Borena,Teltale,Cooperative for Assistance and Relief Every where,ISC,ISC package of key interventions,Fully funded
ET041212,Oromia,Borena,Teltale,Cooperative for Assistance and Relief Every where,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET041212,Oromia,Borena,Teltale,Cooperative for Assistance and Relief Every where,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Every where,SC,SAM (SC) Stabilization Centre,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Every where,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Every where,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Every where,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Every where,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Every where,CAPACITY,Capacity Building,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Every where,COMMUNITY,Community led originated nutrition response,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Every where,ISC,ISC package of key interventions,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Cooperative for Assistance and Relief Every where,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Cooperative for Assistance and Relief Every where,SC,SAM (SC) Stabilization Centre,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Cooperative for Assistance and Relief Every where,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Cooperative for Assistance and Relief Every where,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Cooperative for Assistance and Relief Every where,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Cooperative for Assistance and Relief Every where,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Cooperative for Assistance and Relief Every where,CAPACITY,Capacity Building,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Cooperative for Assistance and Relief Every where,COMMUNITY,Community led originated nutrition response,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Cooperative for Assistance and Relief Every where,ISC,ISC package of key interventions,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Cooperative for Assistance and Relief Every where,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Cooperative for Assistance and Relief Every where,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET020103,Afar,Awsi /Zone 1,Asayita,Plan International,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020103,Afar,Awsi /Zone 1,Asayita,Plan International,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET050601,Somali,Shabelle,East Imi,Concern Worldwide,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030801,Amhara,Wag Hamra,Zequala,Plan International,COMMUNITY,Community led originated nutrition response,Fully funded
ET010111,Tigray,North Western,Adi Daero,Mothers and Children Multisectoral Development Organization,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010111,Tigray,North Western,Adi Daero,Mothers and Children Multisectoral Development Organization,SC,SAM (SC) Stabilization Centre,Fully funded
ET010205,Tigray,Central,Laelay Maychew,Cooperative for Assistance and Relief Everywhere,SC,SAM (SC) Stabilization Centre,Fully funded
ET010205,Tigray,Central,Laelay Maychew,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030602,Amhara,East Gojam,Hulet Ej Enese,Premiere Urgence Internationale,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030602,Amhara,East Gojam,Hulet Ej Enese,Premiere Urgence Internationale,SC,SAM (SC) Stabilization Centre,Fully funded
ET030602,Amhara,East Gojam,Hulet Ej Enese,Premiere Urgence Internationale,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010302,Tigray,Eastern,Erob,Cooperative for Assistance and Relief Everywhere,SC,SAM (SC) Stabilization Centre,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,Plan International,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,Plan International,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,Plan International,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,Plan International,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,Plan International,CAPACITY,Capacity Building,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,Plan International,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010111,Tigray,North Western,Adi Daero,Plan International,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010111,Tigray,North Western,Adi Daero,Plan International,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010111,Tigray,North Western,Adi Daero,Plan International,SC,SAM (SC) Stabilization Centre,Fully funded
ET010111,Tigray,North Western,Adi Daero,Plan International,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010111,Tigray,North Western,Adi Daero,Plan International,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010111,Tigray,North Western,Adi Daero,Plan International,CAPACITY,Capacity Building,Fully funded
ET010111,Tigray,North Western,Adi Daero,Plan International,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET030301,Amhara,North Wello,Bugna,Organization for Rehabilitation and Development in Amhara,SC,SAM (SC) Stabilization Centre,Fully funded
ET030301,Amhara,North Wello,Bugna,Organization for Rehabilitation and Development in Amhara,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030301,Amhara,North Wello,Bugna,Organization for Rehabilitation and Development in Amhara,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030301,Amhara,North Wello,Bugna,Organization for Rehabilitation and Development in Amhara,CAPACITY,Capacity Building,Fully funded
ET030301,Amhara,North Wello,Bugna,Organization for Rehabilitation and Development in Amhara,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030301,Amhara,North Wello,Bugna,Organization for Rehabilitation and Development in Amhara,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030301,Amhara,North Wello,Bugna,Organization for Rehabilitation and Development in Amhara,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010308,Tigray,Eastern,Adigrat town,Ethiopia Catholic Church-Social and Development Coordinating office,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Positive Action for Development,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET040203,Oromia,East Wellega,Gida Ayana,Positive Action for Development,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030803,Amhara,Wag Hamra,Dehana,Organization for Rehabilitation and Development in Amhara,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Organization for Rehabilitation and Development in Amhara,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030803,Amhara,Wag Hamra,Dehana,Organization for Rehabilitation and Development in Amhara,SC,SAM (SC) Stabilization Centre,Fully funded
ET030804,Amhara,Wag Hamra,Gaz Gibla,Organization for Rehabilitation and Development in Amhara,SC,SAM (SC) Stabilization Centre,Fully funded
ET030301,Amhara,North Wello,Bugna,Organization for Rehabilitation and Development in Amhara,COMMUNITY,Community led originated nutrition response,Fully funded
ET060302,Benishangul-Gumuz,Assosa,Kurmuk,Premiere Urgence Internationale,SC,SAM (SC) Stabilization Centre,Fully funded
ET041211,Oromia,Borena,Dire,Islamic Relief Ethiopia,CAPACITY,Capacity Building,Fully funded
ET041211,Oromia,Borena,Dire,Islamic Relief Ethiopia,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET020205,Afar,Kilbati /Zone2,Berahile,Medical Teams International,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020205,Afar,Kilbati /Zone2,Berahile,Medical Teams International,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,Plan International,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET010111,Tigray,North Western,Adi Daero,Plan International,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET030212,Amhara,South Gondar,Guna Begemider,Save Your Holy Land Association,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020202,Afar,Kilbati /Zone2,Kunneba,World vision international,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010602,Tigray,South Eastern,Enderta,World vision international,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010406,Tigray,Southern,Raya Azebo,World vision international,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
